"Medicare Risk Adjustment Model CPT/HCPCS Filtering Included List, Calendar Year (CY) 2015",,
CPT only copyright 2015 American Medical Association.  All rights reserved.,,
HCPCS/CPT Code,2015 Short Description,In CY2015 Included List?
19000,Drainage of breast lesion,yes
19020,Incision of breast lesion,yes
19105,Cryosurg ablate fa each,yes
19110,Nipple exploration,yes
19112,Excise breast duct fistula,yes
19120,Removal of breast lesion,yes
19125,Excision breast lesion,yes
19260,Removal of chest wall lesion,yes
19271,Revision of chest wall,yes
19272,Extensive chest wall surgery,yes
19296,Place po breast cath for rad,yes
19298,Place breast rad tube/caths,yes
19300,Removal of breast tissue,yes
19301,Partial mastectomy,yes
19302,P-mastectomy w/ln removal,yes
19303,Mast simple complete,yes
19304,Mast subq,yes
19305,Mast radical,yes
19306,Mast rad urban type,yes
19307,Mast mod rad,yes
19316,Suspension of breast,yes
19318,Reduction of large breast,yes
19324,Enlarge breast,yes
19325,Enlarge breast with implant,yes
19328,Removal of breast implant,yes
19330,Removal of implant material,yes
19340,Immediate breast prosthesis,yes
19342,Delayed breast prosthesis,yes
19350,Breast reconstruction,yes
19355,Correct inverted nipple(s),yes
19357,Breast reconstruction,yes
19361,Breast reconstr w/lat flap,yes
19364,Breast reconstruction,yes
19366,Breast reconstruction,yes
19367,Breast reconstruction,yes
19368,Breast reconstruction,yes
19369,Breast reconstruction,yes
19370,Surgery of breast capsule,yes
19371,Removal of breast capsule,yes
19380,Revise breast reconstruction,yes
19396,Design custom breast implant,yes
19499,Breast surgery procedure,yes
20005,I&d abscess subfascial,yes
20100,Explore wound neck,yes
20101,Explore wound chest,yes
20102,Explore wound abdomen,yes
20103,Explore wound extremity,yes
20150,Excise epiphyseal bar,yes
20500,Injection of sinus tract,yes
20520,Removal of foreign body,yes
20525,Removal of foreign body,yes
20526,Ther injection carp tunnel,yes
20527,Inj dupuytren cord w/enzyme,yes
20550,Inj tendon sheath/ligament,yes
20551,Inj tendon origin/insertion,yes
20552,Inj trigger point 1/2 muscl,yes
20553,Inject trigger points 3/>,yes
20555,Place ndl musc/tis for rt,yes
20600,Drain/inj joint/bursa w/o us,yes
20604,Drain/inj joint/bursa w/us,yes
20605,Drain/inj joint/bursa w/o us,yes
20606,Drain/inj joint/bursa w/us,yes
20610,Drain/inj joint/bursa w/o us,yes
20611,Drain/inj joint/bursa w/us,yes
20612,Aspirate/inj ganglion cyst,yes
20615,Treatment of bone cyst,yes
20650,Insert and remove bone pin,yes
20660,Apply rem fixation device,yes
20661,Application of head brace,yes
20662,Application of pelvis brace,yes
20663,Application of thigh brace,yes
20664,Application of halo,yes
20665,Removal of fixation device,yes
20670,Removal of support implant,yes
20680,Removal of support implant,yes
20690,Apply bone fixation device,yes
20692,Apply bone fixation device,yes
20693,Adjust bone fixation device,yes
20694,Remove bone fixation device,yes
20696,Comp multiplane ext fixation,yes
20697,Comp ext fixate strut change,yes
20802,Replantation arm complete,yes
20805,Replant forearm complete,yes
20808,Replantation hand complete,yes
20816,Replantation digit complete,yes
20822,Replantation digit complete,yes
20824,Replantation thumb complete,yes
20827,Replantation thumb complete,yes
20838,Replantation foot complete,yes
20900,Removal of bone for graft,yes
20902,Removal of bone for graft,yes
20910,Remove cartilage for graft,yes
20912,Remove cartilage for graft,yes
20920,Removal of fascia for graft,yes
20922,Removal of fascia for graft,yes
20924,Removal of tendon for graft,yes
20926,Removal of tissue for graft,yes
20950,Fluid pressure muscle,yes
20955,Fibula bone graft microvasc,yes
20956,Iliac bone graft microvasc,yes
20957,Mt bone graft microvasc,yes
20962,Other bone graft microvasc,yes
20969,Bone/skin graft microvasc,yes
20970,Bone/skin graft iliac crest,yes
20972,Bone/skin graft metatarsal,yes
20973,Bone/skin graft great toe,yes
20974,Electrical bone stimulation,yes
20975,Electrical bone stimulation,yes
20979,Us bone stimulation,yes
20982,Ablate bone tumor(s) perq,yes
20983,Ablate bone tumor(s) perq,yes
20999,Musculoskeletal surgery,yes
21010,Incision of jaw joint,yes
21011,Exc face les sc <2 cm,yes
21012,Exc face les sbq 2 cm/>,yes
21013,Exc face tum deep < 2 cm,yes
21014,Exc face tum deep 2 cm/>,yes
21015,Resect face/scalp tum < 2 cm,yes
21016,Resect face/scalp tum 2 cm/>,yes
21025,Excision of bone lower jaw,yes
21026,Excision of facial bone(s),yes
21029,Contour of face bone lesion,yes
21030,Excise max/zygoma b9 tumor,yes
21031,Remove exostosis mandible,yes
21032,Remove exostosis maxilla,yes
21034,Excise max/zygoma mal tumor,yes
21040,Excise mandible lesion,yes
21044,Removal of jaw bone lesion,yes
21045,Extensive jaw surgery,yes
21046,Remove mandible cyst complex,yes
21047,Excise lwr jaw cyst w/repair,yes
21048,Remove maxilla cyst complex,yes
21049,Excis uppr jaw cyst w/repair,yes
21050,Removal of jaw joint,yes
21060,Remove jaw joint cartilage,yes
21070,Remove coronoid process,yes
21073,Mnpj of tmj w/anesth,yes
21076,Prepare face/oral prosthesis,yes
21077,Prepare face/oral prosthesis,yes
21079,Prepare face/oral prosthesis,yes
21080,Prepare face/oral prosthesis,yes
21081,Prepare face/oral prosthesis,yes
21082,Prepare face/oral prosthesis,yes
21083,Prepare face/oral prosthesis,yes
21084,Prepare face/oral prosthesis,yes
21085,Prepare face/oral prosthesis,yes
21086,Prepare face/oral prosthesis,yes
21087,Prepare face/oral prosthesis,yes
21088,Prepare face/oral prosthesis,yes
21089,Prepare face/oral prosthesis,yes
21100,Maxillofacial fixation,yes
21110,Interdental fixation,yes
21120,Reconstruction of chin,yes
21121,Reconstruction of chin,yes
21122,Reconstruction of chin,yes
21123,Reconstruction of chin,yes
21125,Augmentation lower jaw bone,yes
21127,Augmentation lower jaw bone,yes
21137,Reduction of forehead,yes
21138,Reduction of forehead,yes
21139,Reduction of forehead,yes
21141,Lefort i-1 piece w/o graft,yes
21142,Lefort i-2 piece w/o graft,yes
21143,Lefort i-3/> piece w/o graft,yes
21145,Lefort i-1 piece w/ graft,yes
21146,Lefort i-2 piece w/ graft,yes
21147,Lefort i-3/> piece w/ graft,yes
21150,Lefort ii anterior intrusion,yes
21151,Lefort ii w/bone grafts,yes
21154,Lefort iii w/o lefort i,yes
21155,Lefort iii w/ lefort i,yes
21159,Lefort iii w/fhdw/o lefort i,yes
21160,Lefort iii w/fhd w/ lefort i,yes
21172,Reconstruct orbit/forehead,yes
21175,Reconstruct orbit/forehead,yes
21179,Reconstruct entire forehead,yes
21180,Reconstruct entire forehead,yes
21181,Contour cranial bone lesion,yes
21182,Reconstruct cranial bone,yes
21183,Reconstruct cranial bone,yes
21184,Reconstruct cranial bone,yes
21188,Reconstruction of midface,yes
21193,Reconst lwr jaw w/o graft,yes
21194,Reconst lwr jaw w/graft,yes
21195,Reconst lwr jaw w/o fixation,yes
21196,Reconst lwr jaw w/fixation,yes
21198,Reconstr lwr jaw segment,yes
21199,Reconstr lwr jaw w/advance,yes
21206,Reconstruct upper jaw bone,yes
21208,Augmentation of facial bones,yes
21209,Reduction of facial bones,yes
21210,Face bone graft,yes
21215,Lower jaw bone graft,yes
21230,Rib cartilage graft,yes
21235,Ear cartilage graft,yes
21240,Reconstruction of jaw joint,yes
21242,Reconstruction of jaw joint,yes
21243,Reconstruction of jaw joint,yes
21244,Reconstruction of lower jaw,yes
21245,Reconstruction of jaw,yes
21246,Reconstruction of jaw,yes
21247,Reconstruct lower jaw bone,yes
21248,Reconstruction of jaw,yes
21249,Reconstruction of jaw,yes
21255,Reconstruct lower jaw bone,yes
21256,Reconstruction of orbit,yes
21260,Revise eye sockets,yes
21261,Revise eye sockets,yes
21263,Revise eye sockets,yes
21267,Revise eye sockets,yes
21268,Revise eye sockets,yes
21270,Augmentation cheek bone,yes
21275,Revision orbitofacial bones,yes
21280,Revision of eyelid,yes
21282,Revision of eyelid,yes
21295,Revision of jaw muscle/bone,yes
21296,Revision of jaw muscle/bone,yes
21299,Cranio/maxillofacial surgery,yes
21310,Closed tx nose fx w/o manj,yes
21315,Closed tx nose fx w/o stablj,yes
21320,Closed tx nose fx w/ stablj,yes
21325,Open tx nose fx uncomplicatd,yes
21330,Open tx nose fx w/skele fixj,yes
21335,Open tx nose & septal fx,yes
21336,Open tx septal fx w/wo stabj,yes
21337,Closed tx septal&nose fx,yes
21338,Open nasoethmoid fx w/o fixj,yes
21339,Open nasoethmoid fx w/ fixj,yes
21340,Perq tx nasoethmoid fx,yes
21343,Open tx dprsd front sinus fx,yes
21344,Open tx compl front sinus fx,yes
21345,Closed tx nose/jaw fx,yes
21346,Opn tx nasomax fx w/fixj,yes
21347,Opn tx nasomax fx multple,yes
21348,Opn tx nasomax fx w/graft,yes
21355,Perq tx malar fracture,yes
21356,Opn tx dprsd zygomatic arch,yes
21360,Opn tx dprsd malar fracture,yes
21365,Opn tx complx malar fx,yes
21366,Opn tx complx malar w/grft,yes
21385,Opn tx orbit fx transantral,yes
21386,Opn tx orbit fx periorbital,yes
21387,Opn tx orbit fx combined,yes
21390,Opn tx orbit periorbtl implt,yes
21395,Opn tx orbit periorbt w/grft,yes
21400,Closed tx orbit w/o manipulj,yes
21401,Closed tx orbit w/manipulj,yes
21406,Opn tx orbit fx w/o implant,yes
21407,Opn tx orbit fx w/implant,yes
21408,Opn tx orbit fx w/bone grft,yes
21421,Treat mouth roof fracture,yes
21422,Treat mouth roof fracture,yes
21423,Treat mouth roof fracture,yes
21431,Treat craniofacial fracture,yes
21432,Treat craniofacial fracture,yes
21433,Treat craniofacial fracture,yes
21435,Treat craniofacial fracture,yes
21436,Treat craniofacial fracture,yes
21440,Treat dental ridge fracture,yes
21445,Treat dental ridge fracture,yes
21450,Treat lower jaw fracture,yes
21451,Treat lower jaw fracture,yes
21452,Treat lower jaw fracture,yes
21453,Treat lower jaw fracture,yes
21454,Treat lower jaw fracture,yes
21461,Treat lower jaw fracture,yes
21462,Treat lower jaw fracture,yes
21465,Treat lower jaw fracture,yes
21470,Treat lower jaw fracture,yes
21480,Reset dislocated jaw,yes
21485,Reset dislocated jaw,yes
21490,Repair dislocated jaw,yes
21495,Treat hyoid bone fracture,yes
21497,Interdental wiring,yes
21499,Head surgery procedure,yes
21501,Drain neck/chest lesion,yes
21502,Drain chest lesion,yes
21510,Drainage of bone lesion,yes
21552,Exc neck les sc 3 cm/>,yes
21554,Exc neck tum deep 5 cm/>,yes
21555,Exc neck les sc < 3 cm,yes
21556,Exc neck tum deep < 5 cm,yes
21557,Resect neck thorax tumor<5cm,yes
21558,Resect neck tumor 5 cm/>,yes
21600,Partial removal of rib,yes
21610,Partial removal of rib,yes
21615,Removal of rib,yes
21616,Removal of rib and nerves,yes
21620,Partial removal of sternum,yes
21627,Sternal debridement,yes
21630,Extensive sternum surgery,yes
21632,Extensive sternum surgery,yes
21685,Hyoid myotomy & suspension,yes
21700,Revision of neck muscle,yes
21705,Revision of neck muscle/rib,yes
21720,Revision of neck muscle,yes
21725,Revision of neck muscle,yes
21740,Reconstruction of sternum,yes
21742,Repair stern/nuss w/o scope,yes
21743,Repair sternum/nuss w/scope,yes
21750,Repair of sternum separation,yes
21805,Treatment of rib fracture,yes
21811,Optx of rib fx w/fixj scope,yes
21812,Treatment of rib fracture,yes
21813,Treatment of rib fracture,yes
21820,Treat sternum fracture,yes
21825,Treat sternum fracture,yes
21899,Neck/chest surgery procedure,yes
21930,Exc back les sc < 3 cm,yes
21931,Exc back les sc 3 cm/>,yes
21932,Exc back tum deep < 5 cm,yes
21933,Exc back tum deep 5 cm/>,yes
21935,Resect back tum < 5 cm,yes
21936,Resect back tum 5 cm/>,yes
22010,I&d p-spine c/t/cerv-thor,yes
22015,I&d abscess p-spine l/s/ls,yes
22100,Remove part of neck vertebra,yes
22101,Remove part thorax vertebra,yes
22102,Remove part lumbar vertebra,yes
22110,Remove part of neck vertebra,yes
22112,Remove part thorax vertebra,yes
22114,Remove part lumbar vertebra,yes
22206,Incis spine 3 column thorac,yes
22207,Incis spine 3 column lumbar,yes
22210,Incis 1 vertebral seg cerv,yes
22212,Incis 1 vertebral seg thorac,yes
22214,Incis 1 vertebral seg lumbar,yes
22220,Incis w/discectomy cervical,yes
22222,Incis w/discectomy thoracic,yes
22224,Incis w/discectomy lumbar,yes
22305,Closed tx spine process fx,yes
22310,Closed tx vert fx w/o manj,yes
22315,Closed tx vert fx w/manj,yes
22318,Treat odontoid fx w/o graft,yes
22319,Treat odontoid fx w/graft,yes
22325,Treat spine fracture,yes
22326,Treat neck spine fracture,yes
22327,Treat thorax spine fracture,yes
22505,Manipulation of spine,yes
22510,Perq cervicothoracic inject,yes
22511,Perq lumbosacral injection,yes
22513,Perq vertebral augmentation,yes
22514,Perq vertebral augmentation,yes
22526,Idet single level,yes
22532,Lat thorax spine fusion,yes
22533,Lat lumbar spine fusion,yes
22548,Neck spine fusion,yes
22551,Neck spine fuse&remov bel c2,yes
22554,Neck spine fusion,yes
22556,Thorax spine fusion,yes
22558,Lumbar spine fusion,yes
22586,Prescrl fuse w/ instr l5-s1,yes
22590,Spine & skull spinal fusion,yes
22595,Neck spinal fusion,yes
22600,Neck spine fusion,yes
22610,Thorax spine fusion,yes
22612,Lumbar spine fusion,yes
22630,Lumbar spine fusion,yes
22633,Lumbar spine fusion combined,yes
22800,Post fusion </6 vert seg,yes
22802,Post fusion 7-12 vert seg,yes
22804,Post fusion 13/> vert seg,yes
22808,Ant fusion 2-3 vert seg,yes
22810,Ant fusion 4-7 vert seg,yes
22812,Ant fusion 8/> vert seg,yes
22818,Kyphectomy 1-2 segments,yes
22819,Kyphectomy 3 or more,yes
22830,Exploration of spinal fusion,yes
22849,Reinsert spinal fixation,yes
22850,Remove spine fixation device,yes
22852,Remove spine fixation device,yes
22855,Remove spine fixation device,yes
22856,Cerv artific diskectomy,yes
22857,Lumbar artif diskectomy,yes
22861,Revise cerv artific disc,yes
22862,Revise lumbar artif disc,yes
22864,Remove cerv artif disc,yes
22865,Remove lumb artif disc,yes
22899,Spine surgery procedure,yes
22900,Exc abdl tum deep < 5 cm,yes
22901,Exc abdl tum deep 5 cm/>,yes
22902,Exc abd les sc < 3 cm,yes
22903,Exc abd les sc 3 cm/>,yes
22904,Radical resect abd tumor<5cm,yes
22905,Rad resect abd tumor 5 cm/>,yes
22999,Abdomen surgery procedure,yes
23000,Removal of calcium deposits,yes
23020,Release shoulder joint,yes
23030,Drain shoulder lesion,yes
23031,Drain shoulder bursa,yes
23035,Drain shoulder bone lesion,yes
23040,Exploratory shoulder surgery,yes
23044,Exploratory shoulder surgery,yes
23071,Exc shoulder les sc 3 cm/>,yes
23073,Exc shoulder tum deep 5 cm/>,yes
23075,Exc shoulder les sc < 3 cm,yes
23076,Exc shoulder tum deep < 5 cm,yes
23077,Resect shoulder tumor < 5 cm,yes
23078,Resect shoulder tumor 5 cm/>,yes
23100,Biopsy of shoulder joint,yes
23101,Shoulder joint surgery,yes
23105,Remove shoulder joint lining,yes
23106,Incision of collarbone joint,yes
23107,Explore treat shoulder joint,yes
23120,Partial removal collar bone,yes
23125,Removal of collar bone,yes
23130,Remove shoulder bone part,yes
23140,Removal of bone lesion,yes
23145,Removal of bone lesion,yes
23146,Removal of bone lesion,yes
23150,Removal of humerus lesion,yes
23155,Removal of humerus lesion,yes
23156,Removal of humerus lesion,yes
23170,Remove collar bone lesion,yes
23172,Remove shoulder blade lesion,yes
23174,Remove humerus lesion,yes
23180,Remove collar bone lesion,yes
23182,Remove shoulder blade lesion,yes
23184,Remove humerus lesion,yes
23190,Partial removal of scapula,yes
23195,Removal of head of humerus,yes
23200,Resect clavicle tumor,yes
23210,Resect scapula tumor,yes
23220,Resect prox humerus tumor,yes
23330,Remove shoulder foreign body,yes
23333,Remove shoulder fb deep,yes
23334,Shoulder prosthesis removal,yes
23335,Shoulder prosthesis removal,yes
23395,Muscle transfer shoulder/arm,yes
23397,Muscle transfers,yes
23400,Fixation of shoulder blade,yes
23405,Incision of tendon & muscle,yes
23406,Incise tendon(s) & muscle(s),yes
23410,Repair rotator cuff acute,yes
23412,Repair rotator cuff chronic,yes
23415,Release of shoulder ligament,yes
23420,Repair of shoulder,yes
23430,Repair biceps tendon,yes
23440,Remove/transplant tendon,yes
23450,Repair shoulder capsule,yes
23455,Repair shoulder capsule,yes
23460,Repair shoulder capsule,yes
23462,Repair shoulder capsule,yes
23465,Repair shoulder capsule,yes
23466,Repair shoulder capsule,yes
23470,Reconstruct shoulder joint,yes
23472,Reconstruct shoulder joint,yes
23473,Revis reconst shoulder joint,yes
23474,Revis reconst shoulder joint,yes
23480,Revision of collar bone,yes
23485,Revision of collar bone,yes
23490,Reinforce clavicle,yes
23491,Reinforce shoulder bones,yes
23500,Treat clavicle fracture,yes
23505,Treat clavicle fracture,yes
23515,Treat clavicle fracture,yes
23520,Treat clavicle dislocation,yes
23525,Treat clavicle dislocation,yes
23530,Treat clavicle dislocation,yes
23532,Treat clavicle dislocation,yes
23540,Treat clavicle dislocation,yes
23545,Treat clavicle dislocation,yes
23550,Treat clavicle dislocation,yes
23552,Treat clavicle dislocation,yes
23570,Treat shoulder blade fx,yes
23575,Treat shoulder blade fx,yes
23585,Treat scapula fracture,yes
23600,Treat humerus fracture,yes
23605,Treat humerus fracture,yes
23615,Treat humerus fracture,yes
23616,Treat humerus fracture,yes
23620,Treat humerus fracture,yes
23625,Treat humerus fracture,yes
23630,Treat humerus fracture,yes
23650,Treat shoulder dislocation,yes
23655,Treat shoulder dislocation,yes
23660,Treat shoulder dislocation,yes
23665,Treat dislocation/fracture,yes
23670,Treat dislocation/fracture,yes
23675,Treat dislocation/fracture,yes
23680,Treat dislocation/fracture,yes
23700,Fixation of shoulder,yes
23800,Fusion of shoulder joint,yes
23802,Fusion of shoulder joint,yes
23900,Amputation of arm & girdle,yes
23920,Amputation at shoulder joint,yes
23921,Amputation follow-up surgery,yes
23929,Shoulder surgery procedure,yes
23930,Drainage of arm lesion,yes
23931,Drainage of arm bursa,yes
23935,Drain arm/elbow bone lesion,yes
24000,Exploratory elbow surgery,yes
24006,Release elbow joint,yes
24071,Exc arm/elbow les sc 3 cm/>,yes
24073,Ex arm/elbow tum deep 5 cm/>,yes
24075,Exc arm/elbow les sc < 3 cm,yes
24076,Ex arm/elbow tum deep < 5 cm,yes
24077,Resect arm/elbow tum < 5 cm,yes
24079,Resect arm/elbow tum 5 cm/>,yes
24100,Biopsy elbow joint lining,yes
24101,Explore/treat elbow joint,yes
24102,Remove elbow joint lining,yes
24105,Removal of elbow bursa,yes
24110,Remove humerus lesion,yes
24115,Remove/graft bone lesion,yes
24116,Remove/graft bone lesion,yes
24120,Remove elbow lesion,yes
24125,Remove/graft bone lesion,yes
24126,Remove/graft bone lesion,yes
24130,Removal of head of radius,yes
24134,Removal of arm bone lesion,yes
24136,Remove radius bone lesion,yes
24138,Remove elbow bone lesion,yes
24140,Partial removal of arm bone,yes
24145,Partial removal of radius,yes
24147,Partial removal of elbow,yes
24149,Radical resection of elbow,yes
24150,Resect distal humerus tumor,yes
24152,Resect radius tumor,yes
24155,Removal of elbow joint,yes
24160,Remove elbow joint implant,yes
24164,Remove radius head implant,yes
24200,Removal of arm foreign body,yes
24201,Removal of arm foreign body,yes
24300,Manipulate elbow w/anesth,yes
24301,Muscle/tendon transfer,yes
24305,Arm tendon lengthening,yes
24310,Revision of arm tendon,yes
24320,Repair of arm tendon,yes
24330,Revision of arm muscles,yes
24331,Revision of arm muscles,yes
24332,Tenolysis triceps,yes
24340,Repair of biceps tendon,yes
24341,Repair arm tendon/muscle,yes
24342,Repair of ruptured tendon,yes
24343,Repr elbow lat ligmnt w/tiss,yes
24344,Reconstruct elbow lat ligmnt,yes
24345,Repr elbw med ligmnt w/tissu,yes
